"P_SYS_ID","P_ENROL_STAT_SK","P_ENROL_STAT_BEG_DT","P_ENROL_STAT_END_DT","P_ENROL_STAT_TY_CD","P_ENROL_STAT_RSN_CD","P_RTRCTV_ELIG_IND","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000623,1000665,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000624,1000666,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000625,1000667,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000626,1000668,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000627,1000669,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000628,1000670,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000629,1000671,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000630,1000672,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000631,1000673,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000632,1000674,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000633,1000675,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000634,1000676,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000635,1000677,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000636,1000678,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000637,1000679,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000638,1000680,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000639,1000681,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000640,1000682,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000641,1000683,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000642,1000684,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000643,1000685,01-JUN-11,04-OCT-15,"A","51","N",1,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000644,1000686,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000645,1000687,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000646,1000688,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000647,1000689,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000648,1000690,01-JUL-11,30-SEP-13,"A","45","N",3,"JMLAGRO",06-MAR-15 03.41.43.369000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000649,1000691,01-JUL-11,30-SEP-13,"A","45","N",7,"CAROLREEVES",21-JUL-15 01.04.20.912000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000650,1000693,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000651,1000694,01-JUL-11,30-SEP-13,"A","45","N",7,"JMLAGRO",25-FEB-15 12.50.22.313000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000652,1000695,21-JUL-11,30-SEP-13,"A","45","N",5,"JMLAGRO",28-JUL-15 03.02.20.536000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000653,1000696,25-JUN-11,10-SEP-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.42.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000654,1000697,05-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000656,1000699,28-DEC-88,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000657,1000700,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000658,1000701,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000659,1000702,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000660,1000703,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000661,1000704,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000662,1000705,01-JUN-11,04-OCT-15,"A","51","N",2,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000663,1000706,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000664,1000707,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000665,1000708,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000666,1000709,01-JUL-11,10-SEP-11,"A","45","N",1,"MMANYGUNS",23-FEB-15 02.11.01.216000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000666,1000710,01-NOV-12,30-SEP-13,"A","45","N",1,"MMANYGUNS",23-FEB-15 02.11.01.215000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000667,1000711,07-JUL-11,30-SEP-13,"A","45","N",6,"MAURICIOPENERAND",03-AUG-15 03.34.35.842000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000668,1000712,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000669,1000713,01-JUN-11,30-SEP-13,"A","45","N",6,"MAURICIOPENERAND",24-JUL-15 03.35.19.596000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000670,1000714,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000671,1000715,13-JUL-11,30-SEP-13,"A","45","N",4,"MAURICIOPENERAND",24-JUL-15 03.39.03.495000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000672,1000716,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000673,1000717,06-JUL-11,30-SEP-13,"A","45","N",3,"JMLAGRO",17-JUL-15 09.57.39.306000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000674,1000718,07-JUL-11,30-SEP-13,"A","45","N",6,"NEERUSHARMA",23-JUN-15 04.43.28.267000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000675,1000719,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000676,1000720,06-JUL-11,06-APR-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000677,1000721,06-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000678,1000722,01-JUL-11,30-SEP-13,"A","45","N",3,"MMANYGUNS",02-JUN-15 02.23.02.784000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000681,1000725,11-JUL-11,30-SEP-13,"A","45","N",1,"MMANYGUNS",02-MAR-15 12.36.59.395000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000682,1000726,01-JUL-11,30-SEP-13,"A","45","N",5,"JMLAGRO",23-FEB-15 07.37.50.480000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000683,1000727,11-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000684,1000728,26-JUN-11,30-SEP-13,"A","45","N",4,"DANIELLAESTRELLA",29-JUN-15 08.47.03.454000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000685,1000730,20-JUN-11,20-JUN-11,"A","51","N",0,"1166658_PRVDR_ENRL_MERGE_FIX",20-MAY-16 04.33.35.692037000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000686,1000731,08-JUL-11,08-JUL-11,"A","45","N",1,"DOMINICKNGANTOU",05-SEP-14 01.06.06.717000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000687,1000732,22-MAY-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000688,1000733,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000689,1000735,01-JUL-11,30-SEP-13,"A","45","N",3,"ENROL_STAT_DATE_MERGE",01-SEP-15 03.03.06.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000692,1000738,13-JUL-11,30-SEP-13,"A","45","N",5,"CAROLREEVES",24-JUN-15 12.54.35.678000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000693,1000739,01-JUL-11,30-SEP-13,"A","45","N",8,"USHASHA",30-JUL-15 04.20.44.942000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001190,1001258,19-JUN-12,30-SEP-13,"A","45","N",1,"CAROLREEVES",21-JUL-15 01.59.18.077000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001191,1001259,21-MAY-12,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001192,1001260,12-JUN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001193,1001261,20-APR-12,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001194,1001262,19-JUN-12,30-SEP-13,"A","45","N",4,"MMANYGUNS",21-JUL-15 01.04.20.030000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001195,1001263,21-JUN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001196,1001264,01-MAR-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001197,1001265,12-JUN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001199,1001267,18-JUN-12,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001200,1001268,18-JUN-12,30-SEP-13,"A","45","N",3,"CAROLREEVES",19-JUN-15 10.27.28.875000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1001201,1001269,18-JUN-12,30-SEP-13,"A","45","N",3,"ESTHERSHAHPAR",24-JUL-15 02.38.19.417000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000697,1000743,01-JUL-11,30-SEP-13,"A","45","N",2,"CAROLREEVES",08-JUN-15 03.00.07.993000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000698,1000744,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000699,1000745,01-JUL-81,30-SEP-13,"A","45","N",7,"PJHEID",17-DEC-15 12.46.25.425000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000700,1000746,01-JUL-11,30-SEP-13,"A","45","N",5,"MMANYGUNS",02-MAR-15 10.03.11.811000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000701,1000747,14-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000702,1000748,09-AUG-10,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000703,1000749,01-AUG-11,30-SEP-13,"A","45","N",7,"THENDERSON",14-AUG-15 10.38.29.928000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000704,1000750,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000705,1000751,23-MAY-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000706,1000752,18-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000707,1000753,11-JUL-11,10-SEP-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
