"P_SYS_ID","P_TXNMY_SK","P_TXNMY_CD","P_TXNMY_BEG_DT","P_TXNMY_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1001530,1001140,"111N00000X",23-OCT-12,01-SEP-17,3,"B-Term-Prov-Trigger_1962914.00",15-MAY-18 06.00.52.897539000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001538,1001146,"291U00000X",02-NOV-06,31-DEC-99,6,"MMANYGUNS",11-AUG-15 03.33.34.223000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001542,1001148,"367500000X",05-NOV-12,31-DEC-99,3,"MMANYGUNS",21-JUL-15 11.08.24.510000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001550,1001153,"207P00000X",21-JAN-13,12-DEC-23,2,"B-Term-Prov-Trigger_633086.00",12-DEC-23 08.48.43.239509000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001551,1001154,"207P00000X",21-JAN-13,06-JAN-26,3,"B-Term-Prov-Trigger_1721455.00",06-JAN-26 06.01.04.806769000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001560,1001163,"207P00000X",21-JAN-13,02-APR-25,2,"B-Term-Prov-Trigger_1318928.00",02-APR-25 06.02.14.252551000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001561,1001164,"367500000X",21-JAN-13,31-DEC-99,2,"MMANYGUNS",08-APR-15 01.30.55.601000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001564,1001167,"207Q00000X",16-NOV-12,05-JUN-25,20,"B-Term-Prov-Trigger_1410413.00",05-JUN-25 08.07.53.246953000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001565,1001168,"2085R0202X",27-DEC-12,31-DEC-99,12,"ESTHERSHAHPAR",31-JUL-15 05.27.45.845000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001568,1001171,"207P00000X",12-JAN-13,25-MAR-25,4,"B-Term-Prov-Trigger_1306971.00",25-MAR-25 06.01.39.145782000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001574,1001174,"207Q00000X",23-DEC-12,07-JUN-17,15,"B-Term-Prov-Trigger_1890741.00",29-MAR-18 06.00.51.210576000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001575,1001175,"2085R0202X",28-APR-09,04-OCT-15,9,"B-Term-Prov-Trigger_1266640.00",12-JAN-17 06.01.56.678109000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001583,1001177,"207Q00000X",01-DEC-12,31-DEC-99,18,"PJHEID",10-NOV-15 04.20.58.394000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001586,1001179,"207Q00000X",13-MAR-13,31-DEC-99,3,"MMANYGUNS",26-JUN-15 12.49.45.207000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001587,1001180,"207Q00000X",13-MAR-13,31-DEC-99,4,"CAROLREEVES",29-JUN-15 02.13.06.414000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001589,1001182,"367500000X",24-JAN-13,31-DEC-99,3,"USHASHA",30-JUL-15 04.36.15.015000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001593,1001185,"207Q00000X",13-MAR-13,31-DEC-99,8,"PJHEID",06-JUL-15 01.01.59.560000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001595,1001187,"207Q00000X",13-MAR-13,10-SEP-17,6,"B-Term-Prov-Trigger_1952195.00",08-MAY-18 06.01.50.623988000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001596,1001188,"207Q00000X",13-MAR-13,31-DEC-99,8,"JWALTON",11-AUG-21 08.38.56.133000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001599,1001191,"207Q00000X",14-MAR-13,14-FEB-16,6,"B-Term-Prov-Trigger_951700.00",19-APR-16 06.01.30.405241000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001600,1001192,"207Q00000X",14-MAR-13,31-DEC-99,4,"MMANYGUNS",14-AUG-15 01.50.32.826000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001602,1001194,"207Q00000X",14-MAR-13,31-MAY-24,6,"B-Term-Prov-Trigger_1161392.00",13-DEC-24 06.01.40.213834000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001604,1001196,"208600000X",14-MAR-13,30-JUN-17,4,"B-Term-Prov-Trigger_1725578.00",08-DEC-17 06.02.03.676766000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001605,1001197,"207Q00000X",14-MAR-13,11-FEB-16,5,"B-Term-Prov-Trigger_948035.00",16-APR-16 06.00.21.847932000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001607,1001199,"207Q00000X",14-MAR-13,30-JUN-15,4,"B-Term-Prov-Trigger_803610.00",14-DEC-15 06.00.47.406327000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001610,1001200,"208000000X",07-MAR-13,02-OCT-13,2,"B-Term-Prov-Trigger_1364902.00",05-APR-17 06.00.45.179847000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002969,1001353,"1223G0001X",25-APR-11,01-SEP-16,2,"B-Term-Prov-Trigger_2451975.00",22-MAR-19 06.00.52.427656000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002973,1001355,"122300000X",30-JUN-11,31-DEC-99,4,"LISACAMPBELL",05-JUN-14 03.56.40.185000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002975,1001356,"1223G0001X",02-JAN-07,30-SEP-13,1,"SHERSAYLER",29-DEC-14 02.47.24.545000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002987,1001362,"122300000X",01-OCT-13,01-OCT-24,5,"B-Term-Prov-Trigger_1056809.00",01-OCT-24 06.01.52.508923000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002989,1001363,"1223G0001X",01-MAR-12,06-SEP-18,2,"B-Term-Prov-Trigger_2140306.00",06-SEP-18 06.01.30.158395000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002990,1001364,"122300000X",17-MAY-12,31-DEC-99,8,"JASTONE",31-MAY-19 10.23.14.778000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003001,1001369,"122300000X",31-DEC-09,31-DEC-99,3,"MARERICKSON",22-MAY-17 10.46.22.924000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003003,1001371,"261QD0000X",10-SEP-12,31-DEC-99,9,"MLMOOS",28-AUG-19 09.58.01.516000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003006,1001374,"122300000X",01-OCT-12,06-SEP-18,3,"B-Term-Prov-Trigger_2140306.00",06-SEP-18 06.01.30.158395000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003031,1001382,"1223E0200X",02-MAR-19,31-DEC-99,8,"AYARBROUGH",31-JUL-19 10.18.55.087000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003032,1001383,"122300000X",22-JUL-83,02-SEP-22,5,"B-Term-Prov-Trigger_1298644.00",19-MAR-25 06.02.00.084429000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003041,1001388,"122300000X",01-NOV-10,10-AUG-18,5,"B-Term-Prov-Trigger_2362424.00",24-JAN-19 06.00.56.490331000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003044,1001389,"122300000X",22-SEP-11,31-DEC-99,1,"Provider Conversion",25-FEB-14 04.39.53.448000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003046,1001390,"122300000X",07-APR-11,10-AUG-20,2,"B-Term-Prov-Trigger_3290958.00",10-AUG-20 06.02.53.859130000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003047,1001391,"122300000X",24-MAY-12,31-DEC-99,4,"PJHEID",14-JAN-15 09.48.52.929000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003048,1001392,"261QD0000X",21-JAN-11,10-AUG-20,5,"B-Term-Prov-Trigger_3290958.00",10-AUG-20 06.02.53.859130000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003053,1001394,"261QD0000X",01-JAN-11,31-DEC-99,7,"MLMOOS",18-NOV-19 06.01.54.671000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003055,1001395,"1223S0112X",01-JUL-11,31-DEC-99,2,"MMANYGUNS",24-JUL-15 03.54.10.725000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003076,1001397,"235Z00000X",24-AUG-12,31-DEC-99,4,"MMANYGUNS",20-JUL-15 04.38.19.523000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003082,1001399,"225X00000X",03-AUG-12,28-SEP-20,4,"B-Term-Prov-Trigger_3372705.00",28-SEP-20 06.02.18.775364000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003089,1001401,"235Z00000X",01-JUL-21,31-DEC-99,4,"JODYTAYLOR",30-NOV-21 03.02.46.024000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003092,1001402,"235Z00000X",16-JUL-10,17-JAN-19,2,"B-Term-Prov-Trigger_2394534.00",14-FEB-19 06.00.54.447634000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003093,1001403,"231H00000X",31-AUG-10,31-DEC-99,2,"JMLAGRO",29-JUN-15 03.01.11.278000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003095,1001405,"235Z00000X",01-SEP-10,25-MAY-17,4,"B-Term-Prov-Trigger_1529964.00",01-AUG-17 06.00.51.578666000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003103,1001408,"235Z00000X",01-SEP-10,31-DEC-99,1,"Provider Conversion",25-FEB-14 03.53.45.727000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003105,1001410,"133V00000X",08-OCT-10,30-SEP-16,2,"B-Term-Prov-Trigger_1956525.00",11-MAY-18 06.01.57.253529000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003106,1001411,"235Z00000X",16-FEB-11,07-DEC-17,4,"B-Term-Prov-Trigger_2113905.00",21-AUG-18 06.01.45.679998000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003113,1001414,"225100000X",14-SEP-11,07-JUL-20,5,"B-Term-Prov-Trigger_3233687.00",07-JUL-20 06.01.43.196878000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003115,1001416,"235Z00000X",01-OCT-10,28-JUN-16,7,"B-Term-Prov-Trigger_2150058.00",12-SEP-18 06.01.39.389491000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003117,1001417,"133V00000X",26-JUL-10,30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1003119,1001419,"235Z00000X",01-SEP-10,21-AUG-20,3,"B-Term-Prov-Trigger_3308611.00",21-AUG-20 06.02.56.653062000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001258,1000924,"103T00000X",13-AUG-12,28-SEP-20,4,"B-Term-Prov-Trigger_3372705.00",28-SEP-20 06.02.18.775364000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001260,1000925,"207K00000X",16-JUL-12,30-JUL-24,3,"B-Term-Prov-Trigger_966539.00",30-JUL-24 06.01.52.653866000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001261,1000927,"207L00000X",01-JUL-12,30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001262,1000928,"207L00000X",23-JUL-12,05-FEB-16,5,"B-Term-Prov-Trigger_2353279.00",18-JAN-19 06.01.00.333590000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001263,1000929,"207N00000X",10-JUL-12,31-DEC-99,5,"DANIELLAESTRELLA",22-JUN-15 09.05.42.689000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001267,1000933,"2085R0202X",11-SEP-99,04-FEB-25,4,"B-Term-Prov-Trigger_1237284.00",04-FEB-25 06.01.46.165594000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001268,1000934,"2085R0202X",30-JUL-12,31-DEC-99,3,"MMANYGUNS",26-FEB-15 02.57.31.345000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001272,1000938,"207T00000X",27-JUL-12,23-JUL-19,3,"B-Term-Prov-Trigger_2650962.00",23-JUL-19 06.01.16.156229000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001279,1000941,"2085R0202X",06-SEP-12,30-SEP-13,4,"PJHEID",13-APR-15 12.56.23.263000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001281,1000943,"2084P0800X",23-JUL-12,06-JUN-18,8,"B-Term-Prov-Trigger_1996673.00",06-JUN-18 06.01.59.809301000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001283,1000944,"207Q00000X",30-JUL-12,21-NOV-19,9,"MLMOOS",21-NOV-19 02.39.45.194000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001285,1000946,"207Y00000X",01-AUG-12,31-DEC-99,1,"Provider Conversion",28-JAN-14 02.04.40.310000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001286,1000947,"207P00000X",25-JUL-12,31-DEC-99,1,"Provider Conversion",29-JUL-15 01.03.38.137000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001292,1000949,"2086S0129X",01-AUG-12,31-DEC-99,7,"JMLAGRO",06-MAR-15 02.29.43.201000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001299,1000954,"207L00000X",31-JUL-12,31-DEC-99,3,"DMOCK",16-APR-16 09.20.48.995000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001302,1000956,"207L00000X",01-JUL-12,31-DEC-99,5,"MLMOOS",02-APR-19 03.14.06.192000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001303,1000957,"291U00000X",01-OCT-12,04-OCT-15,1,"CR1906_SET_ENDDT_4OCT15",29-OCT-14 12.19.19.528000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001305,1000959,"208600000X",26-SEP-12,31-DEC-99,3,"JMLAGRO",27-JUL-15 01.22.25.447000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001310,1000964,"207V00000X",20-AUG-12,31-DEC-99,4,"DANIELLAESTRELLA",19-JUN-15 10.56.20.140000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001311,1000965,"207X00000X",20-AUG-12,31-DEC-99,5,"MCMOOS",03-DEC-21 11.51.39.531000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001314,1000968,"207T00000X",09-AUG-12,09-NOV-12,5,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001316,1000970,"207RC0000X",01-AUG-12,15-JUN-20,3,"B-Term-Prov-Trigger_3195610.00",15-JUN-20 06.02.48.993448000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001319,1000971,"207P00000X",23-AUG-12,31-DEC-99,4,"JMLAGRO",06-JUL-15 02.37.48.231000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001320,1000972,"207R00000X",20-AUG-12,09-FEB-24,4,"B-Term-Prov-Trigger_722681.00",12-FEB-24 06.02.14.307429000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
