p_rpt_ln_cl_err_sk,p_cl_prov_id,p_cl_name,p_cl_clia_num,p_cl_exp_dt,p_cl_lab_type,p_cl_term_cd,p_cl_term_rsn,p_cl_expired_cd,p_cl_error_msg,p_cl_prcs_dt,l_hibernate_ver_num,g_aud_add_user_id,g_aud_add_ts
79395,1493629,CareDx Inc,05D1029609,2026-07-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79396,1494803,Ambry Genetics Corporation,05D0981414,2026-05-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79397,1495473,Pro Diametrics Corp,10D2224368,2026-04-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79398,1497444,Alegent Creighton Health,28D0453563,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79399,1498445,Memorial Hospital of Sheridan County,53D0520103,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79400,1498103,Adaptive Biotechnologies Corporation,50D2046518,2027-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79401,1451247,Turtle Mountain Family Medicine LLC,35D2069681,2027-12-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79402,1454969,Mercy Medical Center,35D0409305,2027-08-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79403,1455007,Lutheran Home of the Good Shepherd,35D0703334,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79404,1458652,Nelson County Health System,35D0655641,2027-01-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79405,1452440,City of Fargo,35D0408289,2027-11-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79406,1452462,City of Fargo,35D0408289,2027-11-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79407,1457766,Innovis Health LLC,35D0408379,2027-09-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79408,1456941,Benedictine Living Communities Inc,35D0684416,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79409,1457938,Trinity Kenmare Hospital,35D0409242,2027-02-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79410,1452473,St Alexius Medical Center,35D1067159,2026-11-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79411,1457479,Carrington Health Center,35D0408755,2026-05-23,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79412,1454590,St Aloisius Hospital Inc,35D0041814,2027-02-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79413,1452970,Accupath Diagnostic Laboratories Inc,44D1066133,2027-05-15,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79414,1462841,Avera McKennan,43D0658878,2026-05-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79415,1458012,Velva Drug Company,35D1000149,2026-12-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79416,1463259,Sanford Medical Center,43D0407227,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79417,1460944,Sanford Bismarck,35D0655677,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79418,1458604,Manor St Joseph,35D0408766,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79419,1463547,Glendive Medical Center Inc,27D0672851,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79420,1459014,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79421,1459697,Trinity Medical Group,35D0409274,2027-04-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79423,1459697,Trinity Medical Group,35D0943017,2027-08-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79424,1460085,Bridges Medical Center,24D0406280,2026-03-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79425,1459050,West River Health Services,43D0407838,2026-04-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79426,1459125,Trinity Hospitals,35D0409224,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79427,1458970,Fairview Health Services,24D0400282,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79428,1456428,Sanford Clinic,43D1008375,2026-07-12,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79429,1455350,Dominion Diagnostics LLC,49D0926092,2027-06-28,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79430,1455416,St Josephs Area Health Services,24D0406206,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79431,1459435,Quest Diagnostics LLC IL,14D0416537,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79432,1463239,Mercy Hospital,35D0041727,2027-11-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79433,1463655,Glendive Medical Center Inc,27D0672851,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79434,1465796,St Francis Medical Center,24D0691046,2027-11-28,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79435,1466327,Childrens Hospital of Colorado,06D0513583,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79436,1470602,Innovis Health LLC,35D1088791,2026-09-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79437,1476323,Sanford Clinic,43D0407227,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79438,1468360,Sanford Bismarck,35D0409055,2027-02-20,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79439,1477108,Pyramid Health LLC,35D2162346,2027-02-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79440,1470604,Innovis Health LLC,35D2047109,2026-09-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79441,1471512,Glendive Medical Center Inc,27D0672851,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79442,1473748,Sanford Health Network North,35D0726003,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79443,1470026,Innovis Health LLC,24D1089080,2026-09-09,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79444,1472417,Sanford Health of Northern Minnesota,24D0406562,2026-04-21,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79445,1460737,Saint Alphonsus Medical Center Nampa Inc,13D0646331,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79446,1482243,Mayo Clinic,24D0404292,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79447,1488800,Sanford Medical Center Fargo,35D2124573,2026-04-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79448,1467387,Spring Valley Hospital and Medical Center,29D1016586,2026-07-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79449,1481913,Legacy Medical LLC,35D2200342,2026-11-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79450,1487496,Innovis Health LLC,35D1045420,2026-05-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79451,1489122,PHD Laboratory LLC,34D2214106,2026-06-21,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79452,1496452,Sanford Medical Center Fargo,35D0655613,2026-11-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79453,1463187,Good Samaritan Hospital,28D0455938,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79454,1497867,KAYD Home Care LLC,35D2153801,2026-08-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79455,1471550,Grand Itasca Clinic and Hospital,24D0403710,2027-05-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79456,1498533,Prairie Ridge Hospital and Health Services Inc,24D0406344,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79457,1497191,Foundation Medicine Inc,34D2044309,2027-07-09,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79458,1497459,OncoHost Inc,34D2250951,2026-12-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79459,1497973,University of Colorado Hospital Authority,06D2096208,2026-03-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79460,1457777,Presentation Medical Center,35D0041821,2027-03-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79461,1452066,Richland County Family Planning,35D0685240,2027-06-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79462,1453829,Wishek Hospital Clinic Association,35D0857336,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79463,1457628,City of Bismarck,35D0408853,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79464,1453688,Laboratory Corporation of America,03D0528350,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79465,1452681,Southwestern District Health Unit,35D0678864,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79466,1450825,Sanford Health Network,43D0407466,2027-05-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79467,1450752,PR Health Corporation,35D0408612,2027-04-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79468,1454603,Cooperstown Medical Center,35D0408762,2027-02-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79422,1459697,Trinity Medical Group,35D0714552,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79469,1457315,Sanford Medical Center Fargo,35D0655613,2026-11-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79470,1461938,Natera Inc,05D1082992,2026-05-13,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79471,1458650,Nelson County Health System,35D0655640,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79472,1460396,Sanford Medical Center Fargo,35D0655613,2026-11-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79473,1463286,Lisbon Area Health Services,35D0408215,2026-08-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79474,1462996,Lake Region District Health Unit,35D0980940,2026-12-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79475,1458611,Central Valley Health District,35D0408723,2027-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79476,1460652,Trinity Hospitals,35D0409224,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79477,1463532,Parkside Home,35D0684528,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79478,1458807,Bridges Care Center,24D1085479,2026-06-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79479,1458784,St Gerards Community of Care,35D0408200,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79480,1458904,Innovis Health LLC,35D0978097,2027-05-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79481,1459697,Trinity Medical Group,35D0664093,2027-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79482,1464137,Sanford Health Network,43D0658857,2027-03-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79483,1456048,Sanford Bismarck,35D2178320,2026-05-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79484,1461469,Sanford Bismarck,35D0655677,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79485,1464308,Millennium Health LLC,05D1078705,2026-11-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79486,1457597,Sanford Medical Center Fargo,35D0655613,2026-11-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79487,1459774,Mayo Collaborative Services Inc,24D1040592,2027-10-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79488,1455611,Urgent Medicine Associates LLC,35D1035027,2026-12-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79489,1455701,Tioga Medical Center,35D0409329,2027-03-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79490,1456275,Nelson County Health System,35D0720309,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79491,1459903,Valley Homes and Services,35D0858936,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79492,1455223,Lake Region District Health Unit,35D0980940,2026-12-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79493,1455613,Wishek Hospital Clinic Association,35D0882528,2026-04-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79494,1459884,Mountrail County Medical Center Inc,35D0409270,2027-03-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79495,1465419,University of North Dakota,35D0409191,2027-08-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79496,1476782,The Evangelical Lutheran Good Samaritan Society,35D0860882,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79497,1471848,Sanford Clinic,43D0906417,2026-09-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79498,1473008,Avera St Marys,43D0407761,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79499,1476705,Caris MPI Inc,03D1019490,2026-05-20,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79500,1472710,Sanford Health Network,43D0945759,2026-05-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79501,1468111,Innovis Health LLC,35D2110160,2027-06-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79502,1472542,Sanford Health Network,43D0407637,2026-07-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79503,1485416,Tioga Medical Center,35D0409329,2027-03-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79504,1456907,Healtheast St Johns Hospital,24D0399385,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79505,1487386,Eurofins Transplant Genomics LLC,26D2222139,2026-09-13,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79506,1482729,HealthEast Woodwinds Hospital,24D0970161,2027-02-21,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79507,1493609,Minnewaska Lutheran Home,24D0696411,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79508,1492821,Fairview Health Services,24D0403520,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79509,1490794,Altru Health System,35D0408629,2027-12-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79510,1496688,Madison Community Hospital,43D0406869,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79511,1494818,McKenzie County Healthcare Systems Inc,35D2322210,2027-04-15,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79512,1493694,Lutheran Brethren Retirement Services Inc,24D0406332,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79513,1498410,Sanford Bismarck,35D2178320,2026-05-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79514,1497303,Foundation Medicine Inc,22D2027531,2027-06-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79515,1453297,Ashley Medical Center,35D0669946,2027-03-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
