R_FUNC_AREA_CD,R_LIST_NUM,R_LIST_DTL_SK,R_LOB_CD,R_LIST_BEG_DT,R_LIST_BEG_VALUE,R_VOID_DT,R_LIST_END_DT,R_LIST_END_VALUE,R_LIST_SORT_NUM,L_HIBERNATE_VER_NUM,G_AUD_USER_ID,G_AUD_TS,G_AUD_ADD_USER_ID,G_AUD_ADD_TS
P1,1128,1012422,MED,01-JAN-01,5,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012423,MED,01-JAN-01,6,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012424,MED,01-JAN-01,7,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012425,MED,01-JAN-01,8,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012426,MED,01-JAN-01,9,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012427,MED,01-JAN-01,10,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1061,1015704,MED,01-JAN-01,363LC1500X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015705,MED,01-JAN-01,363LF0000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015706,MED,01-JAN-01,363LG0600X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015707,MED,01-JAN-01,363LN0000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015708,MED,01-JAN-01,363LN0005X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015709,MED,01-JAN-01,363LP0200X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015710,MED,01-JAN-01,363LP0222X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1015711,MED,01-JAN-01,363LP0808X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1020,1015749,MED,01-JAN-01,S425,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015750,MED,01-JAN-01,S500,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015751,MED,01-JAN-01,S505,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015752,MED,01-JAN-01,S509,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015753,MED,01-JAN-01,S510,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015754,MED,01-JAN-01,S517,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015755,MED,01-JAN-01,M630,,31-DEC-99,,,0,JPRYOR,27-DEC-09 12.00.00.000000000 AM,JPRYOR,27-DEC-09 12.00.00.000000000 AM
P1,1020,1015756,MED,01-JAN-01,S640,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015757,MED,01-JAN-01,S643,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1020,1015758,MED,01-JAN-01,S645,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1128,1011815,MED,01-JAN-01,48,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011816,MED,01-JAN-01,49,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011817,MED,01-JAN-01,50,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011818,MED,01-JAN-01,51,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011819,MED,01-JAN-01,52,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011820,MED,01-JAN-01,53,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011821,MED,01-JAN-01,54,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011822,MED,01-JAN-01,55,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011823,MED,01-JAN-01,56,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011824,MED,01-JAN-01,57,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1011825,MED,01-JAN-01,58,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1061,1011830,MED,01-JAN-01,367H00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1011831,MED,01-JAN-01,372500000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013536,MED,01-JAN-01,225C00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013537,MED,01-JAN-01,225CA2400X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1014818,MED,01-JAN-01,282J00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1014819,MED,01-JAN-01,282N00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1014820,MED,01-JAN-01,282NC0060X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1014821,MED,01-JAN-01,282NC2000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1014822,MED,01-JAN-01,282NR1301X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1004,1014835,MED,01-JAN-01,07,,31-DEC-99,07,,0,mboufford,02-MAY-07 12.00.00.000000000 AM,mboufford,02-MAY-07 12.00.00.000000000 AM
P1,1004,1014836,MED,01-JAN-01,08,,31-DEC-99,08,,0,mboufford,02-MAY-07 12.00.00.000000000 AM,mboufford,02-MAY-07 12.00.00.000000000 AM
P1,1004,1014837,MED,01-JAN-01,09,,31-DEC-99,09,,0,mboufford,02-MAY-07 12.00.00.000000000 AM,mboufford,02-MAY-07 12.00.00.000000000 AM
P1,1128,1012438,MED,01-JAN-01,21,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012439,MED,01-JAN-01,22,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012440,MED,01-JAN-01,23,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012441,MED,01-JAN-01,24,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012442,MED,01-JAN-01,25,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012443,MED,01-JAN-01,26,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012444,MED,01-JAN-01,27,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012445,MED,01-JAN-01,28,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1012446,MED,01-JAN-01,29,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013218,MED,01-JAN-01,32,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013219,MED,01-JAN-01,33,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013220,MED,01-JAN-01,34,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1061,1011832,MED,01-JAN-01,372600000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1011833,MED,01-JAN-01,373H00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1083,1011857,MED,01-JAN-01,9901,,31-DEC-99,9901,,0,INITIAL_LOAD,15-AUG-07 12.00.00.000000000 AM,INITIAL_LOAD,15-AUG-07 12.00.00.000000000 AM
P1,1084,1011858,MED,01-JAN-01,9910,,31-DEC-99,9910,,0,INITIAL_LOAD,15-AUG-07 12.00.00.000000000 AM,INITIAL_LOAD,15-AUG-07 12.00.00.000000000 AM
P1,1061,1011860,MED,01-JAN-01,364SX0200X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1011861,MED,01-JAN-01,364SX0204X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1011862,MED,01-JAN-01,367500000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1011863,MED,01-JAN-01,367A00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1109,1011879,MED,01-JAN-01,003,,31-DEC-99,003,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1061,1014853,MED,01-JAN-01,2085P0229X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1066,1013860,MED,01-JAN-01,55,,31-DEC-99,,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,12,1015121,MED,01-JAN-08,080,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015122,MED,01-JAN-08,081,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015123,MED,01-JAN-08,082,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015124,MED,01-JAN-08,083,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015125,MED,01-JAN-08,084,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015126,MED,01-JAN-08,085,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015127,MED,01-JAN-08,087,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,12,1015128,MED,01-JAN-08,088,,31-DEC-99,,,0,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM,INITIAL_LOAD,18-JUL-08 12.00.00.000000000 AM
P1,1020,1015146,MED,01-JAN-01,M590,,31-DEC-99,,,0,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM
P1,1020,1015147,MED,01-JAN-01,S004,,31-DEC-99,,,0,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM
P1,1020,1015148,MED,01-JAN-01,S010,,31-DEC-99,,,0,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM
P1,1061,1015149,MED,01-JAN-01,364SP0809X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1020,1015150,MED,01-JAN-01,S020,,31-DEC-99,,,0,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM
P1,1061,1015151,MED,01-JAN-01,364SP0810X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1020,1015152,MED,01-JAN-01,S151,,31-DEC-99,,,0,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM,INITIAL_LOAD,14-AUG-08 12.00.00.000000000 AM
P1,49,1000713,MED,01-JAN-05,282E00000X,,31-DEC-99,282E00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1000714,MED,01-JAN-05,282J00000X,,31-DEC-99,282J00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,1064,1004467,MED,01-JAN-01,07,,31-DEC-99,,,0,mboufford,02-MAY-07 12.00.00.000000000 AM,mboufford,02-MAY-07 12.00.00.000000000 AM
P1,1064,1004468,MED,01-JAN-01,08,,31-DEC-99,,,0,mboufford,02-MAY-07 12.00.00.000000000 AM,mboufford,02-MAY-07 12.00.00.000000000 AM
P1,1064,1004469,MED,01-JAN-01,09,,31-DEC-99,,,0,mboufford,02-MAY-07 12.00.00.000000000 AM,mboufford,02-MAY-07 12.00.00.000000000 AM
P1,1061,1000655,MED,01-JAN-01,246YR1600X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000656,MED,01-JAN-01,246Z00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000657,MED,01-JAN-01,246ZA2600X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000658,MED,01-JAN-01,246ZB0301X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000659,MED,01-JAN-01,246ZB0302X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000660,MED,01-JAN-01,246ZB0500X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000661,MED,01-JAN-01,246ZB0600X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000662,MED,01-JAN-01,246ZC0007X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1070,1000666,MED,01-JAN-01,1T,,31-DEC-99,,,0,mboufford,07-JUN-07 12.00.00.000000000 AM,mboufford,07-JUN-07 12.00.00.000000000 AM
P1,1070,1000667,MED,01-JAN-01,FA,,31-DEC-99,,,0,mboufford,07-JUN-07 12.00.00.000000000 AM,mboufford,07-JUN-07 12.00.00.000000000 AM
P1,1070,1000668,MED,01-JAN-01,SJ,,31-DEC-99,,,0,mboufford,07-JUN-07 12.00.00.000000000 AM,mboufford,07-JUN-07 12.00.00.000000000 AM
P1,1061,1000669,MED,01-JAN-01,246QL0900X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000685,MED,01-JAN-01,246ZE0500X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000686,MED,01-JAN-01,246ZE0600X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000689,MED,01-JAN-01,2471V0105X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000701,MED,01-JAN-01,207U00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1000702,MED,01-JAN-01,207UN0901X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1128,1013221,MED,01-JAN-01,35,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013222,MED,01-JAN-01,36,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013223,MED,01-JAN-01,37,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013224,MED,01-JAN-01,38,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013225,MED,01-JAN-01,39,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013226,MED,01-JAN-01,40,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013227,MED,01-JAN-01,41,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013228,MED,01-JAN-01,42,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1128,1013229,MED,01-JAN-01,43,,31-DEC-99,,,0,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,23-OCT-08 12.00.00.000000000 AM
P1,1061,1013270,MED,01-JAN-01,291900000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013271,MED,01-JAN-01,291U00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1152,50045812,MED,01-JAN-64,RI,,31-DEC-99,RI,,0,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM
P1,1152,50045814,MED,01-JAN-64,RP,,31-DEC-99,RP,,0,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM
P1,1152,50045817,MED,01-JAN-64,RA,,31-DEC-99,RA,,0,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM
P1,1152,50045818,MED,01-JAN-64,RF,,31-DEC-99,RF,,0,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM
P1,1152,50045819,MED,01-JAN-64,RC,,31-DEC-99,RC,,0,TCR-E05-4710-CR9389,19-MAR-17 07.17.42.000000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.42.000000000 AM
P1,46,1011144,MED,01-JAN-01,S030,,31-DEC-99,S030,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011145,MED,01-JAN-01,S052,,31-DEC-99,S052,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011146,MED,01-JAN-01,S057,,31-DEC-99,S057,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011147,MED,01-JAN-01,S090,,31-DEC-99,S090,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011148,MED,01-JAN-01,S500,,31-DEC-99,S500,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011149,MED,01-JAN-01,S505,,31-DEC-99,S505,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011150,MED,01-JAN-01,S510,,31-DEC-99,S510,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011151,MED,01-JAN-01,S640,,31-DEC-99,S640,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011152,MED,01-JAN-01,S655,,31-DEC-99,S655,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011153,MED,01-JAN-01,S900,,31-DEC-99,S900,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,46,1011154,MED,01-JAN-01,S509,,31-DEC-99,S509,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,1066,1011155,MED,01-JAN-01,10,,31-DEC-99,,,0,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM,INITIAL_LOAD,02-OCT-08 12.00.00.000000000 AM
P1,49,1000715,MED,01-JAN-05,282N00000X,,31-DEC-99,282N00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,1054,1001992,MED,01-JAN-08,121,,31-DEC-99,,,0,JPRYOR,25-MAY-10 12.00.00.000000000 AM,JPRYOR,25-MAY-10 12.00.00.000000000 AM
P1,1061,1013538,MED,01-JAN-01,225CA2500X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013539,MED,01-JAN-01,225CX0006X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
